"STATION","NAME","DATE","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-02-26","44","47","39",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-02-27","44","54","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-02-28","50","58","44","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-01","58","71","53","    1",,"    1",,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-02","55","66","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-03","37","42","27",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-04","28","32","19",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-05","25","38","17",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-06","34","45","28",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-07","47","53","43","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-08","54","62","49","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-09","58","65","49",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-10","42","49","27","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-11","26","31","20",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-12","27","32","22",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-13","28","37","23",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-14","32","34","24","    1",,"    1","    1",,,,"    1","    1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-15","26","30","23",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-16","32","41","27",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-17","39","49","32",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-18","38","41","34","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-19","40","48","36",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-20","44","54","37",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-21","51","62","45",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-22","43","51","26",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-23","32","45","26",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-24","44","58","38",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-25","54","57","44",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-26","42","44","39","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-27","42","50","39","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-28","44","45","42","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-29","49","59","44",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-30","46","53","41",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-03-31","43","46","40","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-01","42","48","39","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-02","51","63","43",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-03","56","63","48",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-04","50","54","45","    1","    1",,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-05","52","63","45","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-06","46","54","43","    1","    1","    1",,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-07","50","53","43",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-08","47","58","42",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-09","54","68","46",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-10","61","73","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-11","67","78","57",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-12","64","77","54",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-13","58","66","50",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-14","57","66","50",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-15","57","63","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-16","71","88","60",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-17","71","73","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-18","59","65","49",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-19","50","54","46",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-20","54","66","49","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-21","52","54","48","    1","    1",,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-22","52","56","49","    1","    1",,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-23","55","65","48",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-24","53","59","48",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-25","53","57","50","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-26","55","62","53","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-27","62","69","56","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-28","67","85","55","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-29","77","88","65","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-30","65","69","53",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-01","56","73","50","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-02","71","78","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-03","64","67","55",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-04","58","66","51",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-05","56","64","53","    1",,"    1",,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-06","62","67","56","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-07","56","58","50",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-08","53","62","48",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-09","56","64","49",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-10","57","65","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-11","57","64","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-12","56","64","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-13","53","55","47","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-14","55","70","47",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-15","62","70","54",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-16","69","83","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-17","79","94","66",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-18","88","97","80",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-19","88","96","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-20","67","68","58",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-21","62","71","57",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-22","60","63","57","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-23","63","70","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-24","63","69","57",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-25","58","59","56","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-26","63","76","57","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-27","67","72","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-28","65","71","58","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-29","59","62","56","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-30","58","64","55","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-31","63","78","58","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-01","69","82","60",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-02","71","79","60",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-03","66","74","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-04","66","71","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-05","62","67","58","    1",,"    1",,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-06","58","59","52","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-07","59","70","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-08","64","71","57",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-09","67","83","56",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-10","78","88","67",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-11","84","94","75",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-12","87","96","76",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-13","90","101","80",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-14","79","83","70",,,"    1",,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-15","71","76","64",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-16","66","70","63","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-17","67","74","64","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-18","75","84","70","    1","    1",,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-19","78","87","70","    1",,"    1",,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-20","77","86","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-21","80","87","75",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-22","77","84","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-23","81","87","77",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-24","80","86","70","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-25","78","84","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-26","74","81","67",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-27","71","79","62","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-28","71","81","64",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-29","76","83","69",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-30","80","89","75",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-01","79","85","74","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-02","80","91","73",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-03","83","90","73",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-04","78","87","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-05","77","85","70",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-06","74","81","69",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-07","72","82","68","    1","    1",,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-08","78","87","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-09","76","85","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-10","79","88","72",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-11","80","89","75",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-12","84","91","78",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-13","86","94","73",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-14","70","73","65","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-15","74","86","67","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-16","78","86","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-17","80","87","75",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-18","80","88","76",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-19","85","94","78",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-20","87","98","77",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-21","84","94","77",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-22","85","91","73","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-23","76","80","72","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-24","70","73","64","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-25","66","71","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-26","71","78","65",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-27","72","78","67",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-28","77","84","71","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-29","73","76","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-30","73","82","66",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-31","78","89","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-01","81","91","72",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-02","80","88","69","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-03","76","87","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-04","78","85","71","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-05","76","80","70","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-06","72","78","66",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-07","70","73","66","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-08","70","80","65",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-09","76","85","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-10","78","86","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-11","76","82","72",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-12","72","78","65",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-13","77","85","72",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-14","77","83","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-15","73","76","69","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-16","77","86","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-17","76","82","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-18","77","83","73","    1",,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-19","80","89","75",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-20","79","83","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-21","81","88","75",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-22","81","91","74","    1",,"    1",,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-23","78","82","74",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-24","75","81","69",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-25","72","78","66",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-26","71","77","64",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-27","70","77","64",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-28","70","75","64",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-29","67","69","61","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-30","67","80","61",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-31","74","82","66",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-01","65","72","56",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-02","63","68","56","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-03","63","72","59","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-04","71","82","64",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-05","76","85","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-06","70","74","61","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-07","65","75","61",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-08","67","73","61",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-09","64","69","58",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-10","65","73","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-11","68","78","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-12","72","82","63",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-13","74","84","67",,,"    1",,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-14","75","83","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-15","77","82","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-16","74","80","69","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-17","73","81","69","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-18","71","74","68","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-19","72","78","69","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-20","74","78","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-21","76","79","72",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-22","74","81","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-23","76","86","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-24","80","91","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-25","78","86","71",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-26","74","81","68",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-27","75","84","70","    1","    1",,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-28","74","77","61","    1","    1",,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-29","63","70","57",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-30","62","66","55",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-01","59","70","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-02","65","74","56",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-03","64","71","59",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-04","65","75","58",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-05","73","84","66",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-06","75","82","70",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-07","72","82","66","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-08","74","80","71","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-09","74","79","71","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-10","75","81","69",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-11","71","78","62",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-12","63","65","56",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-13","59","68","53",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-14","66","73","62","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-15","70","75","66","    1",,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-16","63","71","48",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-17","52","61","45",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-18","60","74","52",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-19","65","72","58",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-20","67","74","62",,,,,,,,,,,,,,,,,,
